Codigo_Accidente;Formulario;Fecha_Acc;AA_Acc;Codigo_Vehiculo;Clase;Servicio;Modalidad;Vehiculo_Viajaba_Clasificado;Tipo_SITP;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual
10592739;A001572438;20/06/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;SI;;SI;;;;;;;;;;
10592739;A001572438;20/06/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10592739;A001572438;20/06/2023;2023;4;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10592740;A001572479;25/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592740;A001572479;25/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592740;A001572479;25/06/2023;2023;3;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592741;A001571739;25/06/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10592742;A001572351;21/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10592742;A001572351;21/06/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10592743;A001571598;17/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10592743;A001571598;17/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;SI;SI;;;;;;;;;;;;;;
10592744;A001572239;25/06/2023;2023;1;Campero;Particular;;LIVIANO;;SI;;;;;;;SI;;;;;;;;;;;;
10592744;A001572239;25/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;;;;;;;;;;;
10592745;A001571551;25/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;;;;;SI;;;;;;;;
10592747;A001572254;24/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;SI;;;;;;;;;;;;;
10592748;A001572245;22/06/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;SI;SI;;SI;;;;;;;;;;;;
10592748;A001572245;22/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;SI;SI;;SI;;;;;;;;;;;;
10592749;A001572377;22/06/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;SI;;;;;;;;;;;;;
10592750;A001572402;23/06/2023;2023;1;Cuatrimoto;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592750;A001572402;23/06/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592751;A001572354;22/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10592751;A001572354;22/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10592752;A001571799;22/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592752;A001571799;22/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592753;A001572436;23/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;SI;;;;SI;;SI;;SI;;;;;
10592754;A001572258;23/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592754;A001572258;23/06/2023;2023;2;Camioneta;Publico;Pasajeros - Especial turismo;SERVICIO ESPECIAL;;;;;;;SI;;;;;;;;;;;;;;
10592755;A001572549;23/06/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10592755;A001572549;23/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10593481;A001572823;12/07/2023;2023;5;Camioneta;Particular;;LIVIANO;;;;;;;;;SI;;;SI;;;;;;;;;
10593482;A001572932;12/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10593482;A001572932;12/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10593483;A001572989;13/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10593483;A001572989;13/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10593484;A001573269;12/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10593484;A001573269;12/07/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10593485;A001573174;12/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593485;A001573174;12/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593485;A001573174;12/07/2023;2023;3;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593486;A001573129;12/07/2023;2023;1;Campero;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593486;A001573129;12/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593487;A001573213;13/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593487;A001573213;13/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593488;A001573166;11/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593489;A001572556;13/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10593489;A001572556;13/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10593490;A001573162;11/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10593490;A001573162;11/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10593491;A001573313;13/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593491;A001573313;13/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593492;A001573063;13/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10593492;A001573063;13/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10593493;A001573079;11/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593493;A001573079;11/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593494;A001570761;11/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593494;A001570761;11/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593495;A001573215;15/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593496;A001571368;11/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10593496;A001571368;11/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10593497;A001568867;13/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10593498;A001573250;12/07/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10593498;A001573250;12/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10593499;A001573057;12/07/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;SI;;;SI;;SI;;;SI;;;;
10593500;A001572793;11/07/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593500;A001572793;11/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593501;A001571519;12/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593501;A001571519;12/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593502;A001573044;11/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593502;A001573044;11/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593503;A001571142;12/07/2023;2023;1;Camioneta;Publico;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10593503;A001571142;12/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10593504;A001572968;12/07/2023;2023;1;Cuatrimoto;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10593505;A001572924;10/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10593505;A001572924;10/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10593506;A001573306;13/07/2023;2023;1;Camioneta;Publico;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10593506;A001573306;13/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10593507;A001573104;12/07/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593507;A001573104;12/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593508;A001571774;10/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593509;A001572920;14/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10593510;A001573145;11/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10593511;A001573312;13/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10593512;A001572691;13/07/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;;;;;SI;;;;;;;;;
10593512;A001572691;13/07/2023;2023;2;Microbus;Publico;Pasajeros - Especial escolar;SERVICIO ESPECIAL;;;;;;;;;;;;SI;;;;;;;;;
10593513;A001573163;12/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593513;A001573163;12/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593514;A001573232;12/07/2023;2023;1;Bus;Publico;Pasajeros - Especial turismo;SERVICIO ESPECIAL;;;;SI;;;;;SI;;SI;SI;;;;;;;;;
10593514;A001573232;12/07/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;SI;;;;;SI;;SI;SI;;;;;;;;;
10593515;A001571972;11/07/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10593515;A001571972;11/07/2023;2023;2;Automovil;Oficial;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10593516;A001573139;11/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;;SI;;;SI;;SI;;SI;;;;;
10593516;A001573139;11/07/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;;SI;;;SI;;SI;;SI;;;;;
10593517;A001572981;10/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593517;A001572981;10/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593518;A001573393;17/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10593519;A001573037;13/07/2023;2023;1;Camioneta;Publico;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10593519;A001573037;13/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10593520;A001571522;13/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;SI;SI;;SI;;;;;;;;;;
10593521;A001572218;16/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10593522;A001573228;13/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593522;A001573228;13/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593523;A001572608;15/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593524;A001572688;12/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593524;A001572688;12/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593525;A001572609;16/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10593526;A001572884;14/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593528;A001573073;16/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593528;A001573073;16/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593529;A001573036;15/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593529;A001573036;15/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593530;A001572346;16/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;SI;;;;;;;;;;
10593530;A001572346;16/07/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;SI;;;;;;;SI;;;;;;;;;;
10593531;A001573256;14/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10594279;A001571978;02/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594279;A001571978;02/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594280;A001574020;01/08/2023;2023;1;Microbus;Publico;Pasajeros - Especial turismo;SERVICIO ESPECIAL;;;;;;;SI;;;;;SI;;;;;;;;;
10594280;A001574020;01/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;;;;;;;;
10594281;A001573284;01/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594281;A001573284;01/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594282;A001573995;02/08/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10594283;A001567426;01/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;;SI;;;SI;;SI;;SI;;;;;
10594284;A001574021;01/08/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10594284;A001574021;01/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10594285;A001573842;02/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10594286;A001573571;02/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594286;A001573571;02/08/2023;2023;2;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594287;A001573589;01/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594287;A001573589;01/08/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594288;A001573996;02/08/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594288;A001573996;02/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594289;A001573711;01/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594289;A001573711;01/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594290;A001573300;01/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594290;A001573300;01/08/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594291;A001572837;02/08/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10594291;A001572837;02/08/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10594292;A001573459;02/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10594292;A001573459;02/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10594293;A001573369;02/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10594293;A001573369;02/08/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10594294;A001573641;01/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;SI;SI;;;;;;;;;;;;;;
10594294;A001573641;01/08/2023;2023;2;Camion, Furgon;Publico;;CARGA;;;SI;;;SI;SI;;;;;;;;;;;;;;
10594295;A001572544;02/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10594296;A001573887;02/08/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10594297;A001573921;02/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10594298;A001574057;02/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10594298;A001574057;02/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10594299;A001572752;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;SI;;;;;;;;;;;;;
10594300;A001573944;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10594301;A001573889;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10594302;A001573644;01/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594302;A001573644;01/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594303;A001572677;03/08/2023;2023;1;Buseta;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10594304;A001573992;02/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10594305;A001572419;03/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10594305;A001572419;03/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10594306;A001568974;04/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;SI;;;;;;;;;;
10594306;A001568974;04/08/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;SI;;;SI;;;;SI;;;;;;;;;;
10594307;A001574022;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10594307;A001574022;03/08/2023;2023;2;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10594308;A001573926;03/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594308;A001573926;03/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594309;A001573888;03/08/2023;2023;1;Volqueta;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10594309;A001573888;03/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10594310;A001574071;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10594311;A001573998;03/08/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10594311;A001573998;03/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10594312;A001573876;03/08/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10594312;A001573876;03/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10594313;A001573798;02/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594313;A001573798;02/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594314;A001572984;29/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10594315;A001572795;29/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10594316;A001574080;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594316;A001574080;03/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594317;A001573755;29/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10594317;A001573755;29/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10594318;A001573854;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;SI;;;;;;;;;;;;;
10594319;A001573656;01/08/2023;2023;1;Tractocamion;Publico;;CARGA;;;SI;;;;SI;;SI;;;;;;;;;;;;
10594319;A001573656;01/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;SI;;;;;;;;;;;;
10594320;A001574030;01/08/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;SI;;;SI;;;;;;;;;;
10594321;A001574008;02/08/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;;SI;;;;;;;;;;;;;
10594322;A001573980;06/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10594323;A001574013;02/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;SI;;;;SI;;;;;;SI;;SI;;SI;;;;;
10594323;A001574013;02/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;;;;;SI;;SI;;SI;;;;;
10594324;A001574019;05/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;SI;;;;;;;;;;;;;;
10594324;A001574019;05/08/2023;2023;2;Motocicleta;Oficial;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10594325;A001572858;03/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10594326;A001573169;05/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;SI;;;;;;;;;;
10594326;A001573169;05/08/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;SI;;SI;;;;;;;;;;
10594327;A001574032;03/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10594328;A001574117;04/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;SI;SI;;SI;;;;;;;;;;;;
10594328;A001574117;04/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;SI;;;;;;;;;;;;
10594329;A001574007;02/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;SI;;;SI;;SI;;;SI;;;;
10594329;A001574007;02/08/2023;2023;2;Camioneta;Particular;;LIVIANO;;SI;;;;;;;SI;;;SI;;SI;;;SI;;;;
10594329;A001574007;02/08/2023;2023;3;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;;SI;;SI;;;SI;;;;
10594330;A001573337;05/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10595068;A001575549;22/08/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10595069;A001575573;23/08/2023;2023;1;Bus;Publico;Pasajeros - Especial escolar;SERVICIO ESPECIAL;;;;;;;;SI;SI;;;SI;;;;;;;;;
10595070;A001575286;22/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10595071;A001575548;21/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10595071;A001575548;21/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
